Latitud,Longitud,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73643,-98.75026,
18.73643,-98.75026,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73643,-98.75027,
18.73644,-98.75027,
18.73644,-98.75027,
18.73644,-98.75028,
18.73644,-98.75028,
18.73644,-98.75028,
18.73644,-98.75028,
18.73644,-98.75028,
18.73643,-98.75028,
18.73643,-98.75028,
18.73643,-98.75028,
18.73643,-98.75028,
18.73643,-98.75029,
18.73643,-98.75029,
18.73643,-98.75029,
18.73643,-98.75029,
18.73643,-98.75029,
18.73643,-98.75029,
18.73643,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73642,-98.75029,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75028,
18.73641,-98.75027,
18.73641,-98.75027,
18.73641,-98.75027,
18.73641,-98.75027,
18.73641,-98.75027,
18.73641,-98.75027,
18.73642,-98.75027,
18.73642,-98.75027,
18.73642,-98.75027,
18.73642,-98.75027,
18.73642,-98.75027,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.73642,-98.75026,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.74439,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74441,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74441,-98.74756,
18.74439,-98.74756,
18.74439,-98.74755,
18.74439,-98.74756,
18.74441,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74441,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74441,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74441,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74441,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.7444,-98.74755,
18.74439,-98.74755,
18.7444,-98.74755,
18.74439,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74755,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.74441,-98.74754,
18.74441,-98.74754,
18.74441,-98.74754,
18.74441,-98.74754,
18.74441,-98.74754,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.74439,-98.74757,
18.74439,-98.74757,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.74441,-98.74754,
18.74441,-98.74754,
18.74441,-98.74754,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74755,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.74441,-98.74756,
18.7444,-98.74756,
18.7444,-98.74756,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.7444,-98.74757,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74756,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74755,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.74439,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.7444,-98.74754,
18.75161,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74202,
18.7516,-98.74203,
18.75161,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.75161,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74202,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74204,
18.75162,-98.74204,
18.75162,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.75159,-98.74203,
18.75159,-98.74203,
18.75159,-98.74203,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74201,
18.7516,-98.74201,
18.7516,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74202,
18.75161,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74202,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74203,
18.75162,-98.74204,
18.75162,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.75161,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74204,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74203,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74202,
18.7516,-98.74201,
18.7516,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75161,-98.74201,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75926,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75926,-98.73753,
18.75926,-98.73752,
18.75926,-98.73753,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75928,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75927,-98.73752,
18.75926,-98.73752,
18.75926,-98.73751,
18.75926,-98.73752,
18.75927,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75927,-98.73751,
18.75926,-98.73751,
18.75927,-98.73751,
18.75926,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73752,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73751,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73752,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75928,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75927,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73753,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73752,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75926,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.75927,-98.73751,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73068,
18.76513,-98.73069,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73068,
18.76514,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76513,-98.73068,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73067,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76514,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73068,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76515,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.73069,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76514,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.7307,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76513,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73069,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76512,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73068,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.76513,-98.73067,
18.77069,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77068,-98.72281,
18.77069,-98.72281,
18.77068,-98.72281,
18.77068,-98.7228,
18.77068,-98.72281,
18.77069,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77069,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77069,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77069,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77068,-98.7228,
18.77069,-98.7228,
18.77068,-98.7228,
18.77069,-98.7228,
18.77068,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.7228,
18.77069,-98.72281,
