19.06280819,-98.30841023
19.28480969,-98.44101093
18.8914771,-98.43768541
19.2196762,-98.41187281
19.12198549,-98.24349825
19.31609212,-98.20330397
19.06447518,-98.31470327
19.10981831,-98.22903214
19.06508856,-98.31618504
19.12513292,-98.22614097
19.28497984,-98.42302079
19.27391186,-98.4310408
19.1090754,-98.35270755
19.09102594,-98.19319983
19.00890991,-98.2654421
19.0538605,-98.30830305
19.09765044,-98.20316022
19.08472478,-98.22240345
19.09420367,-98.20831851
19.21664171,-98.41318694
19.11707632,-98.25468603
19.21541781,-98.41354076
19.21682133,-98.41356329
19.05832913,-98.31059827
19.05818309,-98.24694991
19.03543677,-98.2764573
19.19044587,-98.36768261
19.12820023,-98.3692922
19.0709338,-98.24534527
19.02588366,-98.24135631
19.11226168,-98.22795881
19.05571134,-98.32768594
19.0844737,-98.19911172
19.07235971,-98.29594341
19.1077676,-98.25401796
19.10763868,-98.2537551
19.08789995,-98.23814026
19.05260382,-98.29002114
19.21830168,-98.41269102
19.07437577,-98.2537588
19.20632356,-98.41085379
19.11758187,-98.21304771
19.29210932,-98.44304428
19.10263792,-98.22968423
19.02317914,-98.30634704
19.14226048,-98.38710001
19.08743182,-98.20256164
19.27006328,-98.4140872
19.16213132,-98.38169607
19.16162098,-98.3870298
19.07826768,-98.27442511
19.19542489,-98.38726817
19.16038291,-98.38635676
19.07530805,-98.29770539
19.03260111,-98.26230981
19.11292691,-98.22798647
19.11134056,-98.25959003
18.88459421,-98.44912092
19.09541477,-98.20736818
19.16349368,-98.38674311
19.1613441,-98.39156164
19.11115188,-98.25723435
19.21517806,-98.41300637
19.09521108,-98.20835138
19.07168571,-98.3062592
18.89013997,-98.42985651
19.21176652,-98.37981195
18.93087947,-98.46176709
19.03981015,-98.27327583
19.14389571,-98.38613242
18.92170391,-98.41330961
19.20624702,-98.4081127
19.07531467,-98.2382008
19.07891903,-98.23736608
19.07718538,-98.26389058
18.89973583,-98.44335014
19.11172117,-98.25123967
19.15782474,-98.38511663
19.15755829,-98.38527593
19.09633708,-98.20602045
19.042358,-98.25032621
19.14246481,-98.38698129
19.11736923,-98.26400061
19.05648472,-98.32511626
19.05303081,-98.30871424
19.25043761,-98.42839157
19.25463713,-98.43061028
19.09930687,-98.20779172
19.09625952,-98.20573648
19.05935204,-98.31309021
19.053033,-98.30871895
19.08998484,-98.19477335
19.16263095,-98.38664062
19.21951477,-98.41093567
19.10174469,-98.23530855
19.21737164,-98.40569301
19.21676433,-98.40587437
19.06937447,-98.24959084
19.08520453,-98.26492772
19.20861103,-98.41555556
19.03223151,-98.26216587
19.16048987,-98.38637508
19.16088818,-98.38644329
19.14278694,-98.23378178
19.07344835,-98.31242467
19.03205114,-98.25970717
19.08789634,-98.23813959
19.11780568,-98.25625852
19.06380118,-98.29380917
19.09256126,-98.338426
19.11356329,-98.25505241
19.12784151,-98.26555331
19.10822981,-98.23001127
19.21450662,-98.41056857
19.13353541,-98.23950818
19.0811705,-98.25318287
19.02381268,-98.29580959
19.2196762,-98.41187281
19.09946672,-98.20732639
19.09854016,-98.34377695
19.12365705,-98.26146901
19.25235024,-98.42062888
18.99948457,-98.33254597
19.10016265,-98.22913343
19.14062543,-98.26985176
19.12773982,-98.26541272
19.09182976,-98.20885039
19.17375713,-98.30941166
19.10444575,-98.25587624
18.8762347,-98.70849366
19.13109062,-98.27007295
19.11276103,-98.24446021
19.00732895,-98.33792121
19.0581134,-98.30776283
19.13490753,-98.22203614
19.10070329,-98.23547532
19.10860553,-98.25580875
19.11222841,-98.25901211
19.20631265,-98.41997705
19.03307116,-98.26065278
19.10947837,-98.25397255
19.11249796,-98.25273504
