18.8914771,-98.43768541
19.2196762,-98.41187281
19.1090754,-98.35270755
19.21664171,-98.41318694
19.21541781,-98.41354076
19.21682133,-98.41356329
19.19044587,-98.36768261
19.12820023,-98.3692922
19.21830168,-98.41269102
19.20632356,-98.41085379
19.14226048,-98.38710001
19.16213132,-98.38169607
19.16162098,-98.3870298
19.19542489,-98.38726817
19.16038291,-98.38635676
18.88459421,-98.44912092
19.16349368,-98.38674311
19.1613441,-98.39156164
19.21517806,-98.41300637
18.89013997,-98.42985651
19.21176652,-98.37981195
19.14389571,-98.38613242
18.92170391,-98.41330961
19.20624702,-98.4081127
18.89973583,-98.44335014
19.15782474,-98.38511663
19.15755829,-98.38527593
19.14246481,-98.38698129
19.16263095,-98.38664062
19.21951477,-98.41093567
19.21737164,-98.40569301
19.21676433,-98.40587437
19.20861103,-98.41555556
19.16048987,-98.38637508
19.16088818,-98.38644329
19.09256126,-98.338426
19.21450662,-98.41056857
19.2196762,-98.41187281
19.09854016,-98.34377695
18.99948457,-98.33254597
19.17375713,-98.30941166
19.00732895,-98.33792121
19.20631265,-98.41997705
19.22738088,-98.37207095
19.16086848,-98.40348625
19.1757247,-98.3069013
18.90646241,-98.43256474
19.15754404,-98.38506526
18.99879617,-98.3469248
19.1719708,-98.37881213
19.1618346,-98.38168063
19.16155989,-98.38460053
18.97577441,-98.33899424
19.16393794,-98.38406134
18.97600566,-98.33681072
18.99455833,-98.34572
19.16207343,-98.38232654
19.14288356,-98.37392779
19.16096375,-98.38076366
18.98880235,-98.35054932
19.15760005,-98.37964057
19.2092985,-98.36170751
18.89068149,-98.43563752
19.00086272,-98.33204166
18.88202243,-98.46416529
19.00220456,-98.33464741
19.01002321,-98.34667689
19.00941027,-98.33624968
19.15737058,-98.3825049
19.17354444,-98.30951853
19.16199742,-98.3831543
19.17582186,-98.30676422
19.16197937,-98.38335063
19.16423965,-98.38208566
19.20088358,-98.30139055
19.56675046,-98.38318063
19.33421398,-98.31837552
19.53440717,-98.34993839
19.16871592,-98.32390172
18.97935699,-98.33744091
